model,subject,idx,gold,pred,correct,raw,gen_tps,prompt_tps,prompt_tokens,total_ms,error
phi3.5:3.8b-mini-instruct-q4_K_M,high_school_statistics,88,C,C,1,C,30.69320605883888,80.60312826885445,223,3041.409730911255,
phi3.5:3.8b-mini-instruct-q4_K_M,high_school_statistics,89,C,C,1,C. Continued production of wrong size ball bearings,14.995011275095015,85.35487297177424,275,4271.738529205322,
phi3.5:3.8b-mini-instruct-q4_K_M,high_school_statistics,90,D,D,1,D,31.34943649387902,92.11582975105107,156,2044.4629192352295,
phi3.5:3.8b-mini-instruct-q4_K_M,high_school_statistics,91,D,D,1,D,29.856539774232907,84.5377201794111,230,2939.9540424346924,
phi3.5:3.8b-mini-instruct-q4_K_M,high_school_statistics,92,D,A,0,A,30.814741772463947,84.25629630276386,193,2555.309057235718,
phi3.5:3.8b-mini-instruct-q4_K_M,high_school_statistics,93,B,B,1,B,31.283727769000954,85.12898127415987,235,3019.8991298675537,
phi3.5:3.8b-mini-instruct-q4_K_M,high_school_statistics,94,B,B,1,B. There could well be a confounding variable responsible for the seeming relati,13.518801272870244,81.8287707400773,256,4648.569107055664,
phi3.5:3.8b-mini-instruct-q4_K_M,high_school_statistics,95,D,B,0,B,28.298549699327907,79.02499088762217,258,3682.3036670684814,
phi3.5:3.8b-mini-instruct-q4_K_M,high_school_statistics,96,D,D,1,D,25.129732242702953,88.92677871930739,242,3019.0205574035645,
phi3.5:3.8b-mini-instruct-q4_K_M,high_school_statistics,97,B,B,1,B. A t-test for a difference in means.,15.951546563791462,81.38785338237962,188,3313.7197494506836,
phi3.5:3.8b-mini-instruct-q4_K_M,high_school_statistics,98,C,A,0,A,31.56515837818216,90.25034771687706,214,2692.335367202759,
phi3.5:3.8b-mini-instruct-q4_K_M,high_school_statistics,99,A,A,1,A,31.19784110939523,81.2037716969056,186,2551.508903503418,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,0,D,D,1,D,14.301139085728177,52.71083691952726,123,2586.5893363952637,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,1,D,A,0,A,14.327468622843716,78.21902393324362,132,1958.8594436645508,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,2,A,A,1,A and D,9.486023530081367,71.3265079956426,121,2250.4451274871826,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,3,A,B,0,B. 30° to 180°.,7.5275252024232175,77.45178292668922,174,4247.107744216919,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,4,C,D,0,D,14.222829062928907,68.76056784441514,105,1823.5130310058594,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,5,D,D,1,D,11.228574476327358,73.65198593303292,131,2099.177360534668,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,6,C,B,0,B,14.231229008937213,71.48406310019638,106,1771.2955474853516,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,7,D,D,1,D,13.886381625539835,76.25902494748526,99,1525.8433818817139,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,8,A,B,0,B,14.370810010706254,74.74722307332298,111,1722.9175567626953,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,9,A,B,0,B,9.671647565162726,79.19579311946949,135,2035.6433391571045,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,10,B,B,1,"B. Low resistance when forward biased, while high resistance when reverse bias",6.693054032188571,74.48216872854132,124,4189.567804336548,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,11,D,C,0,C,13.563460038655862,81.44840105744873,118,1737.400770187378,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,12,D,C,0,C,14.491283492978974,74.59590002284499,96,1552.7665615081787,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,13,D,D,1,D,14.343703831203293,78.37148705628935,101,1510.554313659668,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,14,C,B,0,B,14.230722707252689,73.79613348512974,110,1713.5283946990967,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,15,C,C,1,C,14.362038260469927,79.06449647542877,102,1573.3757019042969,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,16,A,A,1,A,14.407042162208887,77.93845154635237,102,1563.349723815918,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,17,D,D,1,D,14.444604940054889,79.07701310306108,110,1611.624002456665,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,18,A,A,1,A,14.128384631143199,76.15856212634705,130,1932.4071407318115,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,19,A,B,0,B. 11.19 ohm,7.401301956298677,71.37071687659204,152,3747.0877170562744,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,20,A,B,0,B,9.856489512695157,76.10323508568597,109,1796.4906692504883,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,21,B,B,1,B,14.153981161051073,68.58953467156148,153,2454.1068077087402,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,22,B,D,0,D,13.018629659042087,76.29913229897349,123,1922.555923461914,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,23,A,C,0,C,14.159693017855371,75.30029544710261,106,1680.2465915679932,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,24,D,D,1,D,14.340824023748404,70.98344210764571,106,1715.4889106750488,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,25,D,D,1,D,14.107954064501566,75.0269371923659,119,1809.2992305755615,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,26,B,C,0,"C. J = 0, K = 1.",7.245754823721932,75.18367546762498,129,3639.094591140747,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,27,A,A,1,A,14.37297879985627,77.34905958177156,111,1711.5519046783447,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,28,B,B,1,B. 0.67.,6.468481962278688,79.36138882430443,128,3130.141258239746,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,29,C,C,1,C,14.47659857839802,76.0195515816919,94,1558.8867664337158,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,30,C,D,0,D,14.258317946231882,79.54050984798405,119,1719.8882102966309,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,31,A,A,1,"A, A, and D are correct but B is not an advantage; therefore, the answer that en",6.640898137200402,78.93831869196862,101,8697.88122177124,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,32,D,D,1,D,14.238929232521714,74.99517683690954,131,2046.738862991333,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,33,C,B,0,B,14.354410392593124,75.0138306750307,112,1764.8508548736572,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,34,B,D,0,D,14.349261013057827,78.66151158340335,119,1778.1023979187012,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,35,A,B,0,B,14.357914082242132,85.70239232106566,119,1658.4115028381348,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,36,C,C,1,C,14.41057159532233,80.58646370308517,94,1465.5921459197998,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,37,A,A,1,A,11.55268022181146,70.7358964780155,128,2064.894199371338,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,38,D,D,1,D,14.374941601799742,67.53043671128012,109,1923.3007431030273,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,39,B,B,1,B. 250 Hz.,7.816493739770163,72.37420282635361,154,3488.2140159606934,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,40,A,C,0,C,10.67663152275457,84.16476683091054,103,1567.469835281372,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,41,B,B,1,B,11.418783899514702,66.29134922908163,106,1945.038080215454,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,42,A,D,0,D,14.365442491542344,76.44547645837663,128,1896.0797786712646,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,43,B,B,1,B,14.410883098916303,75.91371141469196,114,1771.5082168579102,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,44,A,D,0,D,14.297254212328522,76.34862395571531,123,1877.5322437286377,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,45,B,B,1,B,9.440151797640906,81.86472328430929,95,1541.9118404388428,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,46,C,C,1,C,14.371429597959256,81.79486381599712,92,1378.364086151123,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,47,C,D,0,D,10.038094568888933,74.970426488843,113,1789.8330688476562,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,48,D,D,1,D,10.57026584218593,71.08051865762071,105,1796.950101852417,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,49,C,C,1,C.,10.05631536604988,73.85781745988403,142,2331.6173553466797,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,50,C,D,0,D,14.411298457991066,71.71983474095003,104,1725.7206439971924,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,51,D,C,0,C. instrument errors.,8.647850864929216,73.72628147918202,95,2121.6330528259277,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,52,C,C,1,C. both A and B.,8.070023594731486,82.6111443152039,115,2466.12811088562,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,53,D,D,1,D,12.775389489687067,87.20056553376483,103,1490.1964664459229,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,54,B,B,1,B,10.620333690884566,72.69354292335629,100,1701.70259475708,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,55,C,C,1,C,14.265335235378032,65.7346947719006,105,1822.0994472503662,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,56,A,D,0,D,8.78171296093016,74.02105250305623,97,1620.1868057250977,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,57,C,C,1,C,14.301650410457368,82.32169560314229,103,1473.9336967468262,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,58,B,B,1,B,14.323466851916837,71.22555901790912,104,1683.3274364471436,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,59,B,D,0,D,13.676803457495915,69.65388049135456,104,1720.7722663879395,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,60,C,C,1,C,14.286428607144643,78.18246048890099,108,1603.2216548919678,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,61,C,D,0,D,13.83451157256893,66.71143465457638,106,1816.2791728973389,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,62,B,B,1,B,14.11472448057814,82.23423194670067,114,1609.9019050598145,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,63,A,C,0,C,11.855786216462944,70.31072653747796,105,1798.2821464538574,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,64,D,D,1,D,14.368745105646198,78.56953817652507,114,1678.9205074310303,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,65,C,C,1,C. Both A and B.,8.14192183958582,77.15862777411178,134,2846.1294174194336,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,66,A,C,0,C,14.329521680566302,77.6789049986992,126,1924.3137836456299,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,67,B,C,0,C. Capacitance.,7.548074156054546,77.30110258259623,115,2702.812671661377,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,68,C,C,1,C. level,9.42236209195283,85.35712585238201,91,1622.6708889007568,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,69,A,A,1,A,14.285612245626819,72.32217378301654,111,1786.3421440124512,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,70,A,C,0,C,14.300014300014299,74.76437892701789,99,1649.5323181152344,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,71,B,C,0,C,14.31372829680947,70.5249406415083,105,1711.266279220581,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,72,C,C,1,C,14.227179603915319,71.45366129896078,107,1718.3539867401123,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,73,C,C,1,C,14.262079981744538,87.89306155160551,93,1282.7675342559814,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,74,B,C,0,C,10.770407229097332,73.69715160509047,110,1758.725881576538,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,75,D,C,0,C,14.386936661511347,78.51277020103888,119,1779.294490814209,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,76,C,C,1,C,10.729038141730594,81.07984844824995,96,1525.1784324645996,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,77,A,B,0,B,14.36183199528932,79.40882465597294,119,1807.6980113983154,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,78,D,D,1,D,14.41545336600836,73.0516166967348,102,1663.3000373840332,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,79,C,D,0,D,13.92069380737936,76.96048543489641,116,1734.713077545166,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,80,A,C,0,C,14.136073846849776,72.87737217085827,147,2286.0071659088135,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,81,B,B,1,B,14.19980546266516,75.62598365883272,127,1977.1831035614014,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,82,C,C,1,C,14.33794537242813,72.94770987691915,109,1765.3119564056396,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,83,D,D,1,D,12.379838195514784,78.28834056349184,102,1547.1253395080566,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,84,A,A,1,A,14.291532981285236,74.65827672237232,127,1923.2234954833984,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,85,C,D,0,D,14.171230983979422,72.04685665568316,132,2120.9027767181396,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,86,B,A,0,A,7.05855779547123,70.0461604197166,120,2130.4895877838135,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,87,D,A,0,A,14.271035506336341,84.03717409112737,119,1686.5332126617432,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,88,C,C,1,C,14.462675450331558,86.00678176247482,101,1442.7783489227295,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,89,C,D,0,D,14.384246373371884,77.43556564871464,107,1603.8334369659424,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,90,D,D,1,D,14.405174338622434,71.11462294434293,108,1746.9439506530762,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,91,D,D,1,D,14.225762856533182,78.89678228165482,118,1716.435432434082,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,92,B,B,1,B,11.468087180398745,84.77485916776521,100,1485.7823848724365,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,93,A,B,0,B. upper surface of the conductor.,7.530369982137963,81.67167111201735,149,3239.076852798462,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,94,C,A,0,A,14.431784562320052,85.89252146086,105,1519.4036960601807,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,95,D,D,1,D,14.372255797408682,76.12901638234914,99,1522.141695022583,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,96,A,A,1,A,13.844758720467398,66.56610234015608,121,2044.2349910736084,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,97,B,D,0,D,8.43476133842793,73.7330619765758,103,1784.8458290100098,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,98,D,D,1,D,14.121501398028638,72.94405132437574,124,1924.5476722717285,
phi3.5:3.8b-mini-instruct-q8_0,electrical_engineering,99,B,B,1,B,14.459224985540775,75.13359692703588,104,1653.9485454559326,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,0,A,A,1,A,14.173440390053079,51.751760916997775,143,3029.196262359619,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,1,C,D,0,D,14.028885475193423,69.27458177045678,220,3454.8580646514893,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,2,B,B,1,B. 1:3.5,6.621634646158238,70.17254298199667,267,5330.046892166138,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,3,A,A,1,A,12.96268690574182,73.8674734364494,302,4446.53844833374,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,4,C,D,0,D,14.317109661901455,71.17869586626806,122,2165.1158332824707,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,5,C,B,0,"B. M = 10, m = 1",7.186545018729242,67.32147051808215,186,4702.898979187012,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,6,C,D,0,D. I and III only,7.160033918103532,73.15727236893969,232,4313.031435012817,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,7,B,D,0,D. I and III,6.496487565722799,72.08922883195741,139,3041.980743408203,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,8,C,B,0,B. It is inherently nonassociative because there have to be upper and lower boun,6.728768716070183,72.75208351152678,148,5942.177057266235,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,9,C,D,0,D,13.923988944352779,75.4392379197051,241,3497.302770614624,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,10,D,B,0,B. III only,8.870926248893351,75.08131071321145,160,2870.1155185699463,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,11,A,B,0,B. n + 1,8.279780893341046,76.230338468187,139,2819.894790649414,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,12,A,C,0,C,14.015220529495032,74.93722811338672,235,3420.6137657165527,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,13,C,C,1,C,14.175449538943505,75.99176340021175,134,2083.2278728485107,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,14,A,D,0,D. I and II only,6.520374306744489,75.20110955818922,176,3551.9678592681885,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,15,D,D,1,D,14.139671676823665,67.21630609136815,184,3101.066827774048,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,16,D,D,1,D,14.131878691953307,78.15535743967452,142,2131.73770904541,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,17,B,D,0,D,14.243391066545122,77.13790328660062,132,2010.0250244140625,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,18,A,A,1,A,14.133077053536097,81.41961980209746,154,2192.668914794922,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,19,D,D,1,D. II and III only,7.356843703855512,76.72170045228378,164,3231.5030097961426,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,20,D,D,1,D,13.443028445448192,77.59834970037726,125,1935.595989227295,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,21,B,B,1,B. Finding a shortest cycle in G,6.999000415486115,83.0023048625104,134,3319.3228244781494,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,22,A,C,0,C,14.270730019194133,75.98851336425889,129,2035.0368022918701,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,23,A,B,0,B. K-1/K,6.710840776075181,75.28787780889802,134,3104.257583618164,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,24,A,D,0,D,14.03105071523281,70.61914456250162,221,3446.655511856079,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,25,D,D,1,D. I and II,5.835667600373483,73.219125995617,202,4019.4358825683594,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,26,C,C,1,C,14.13167898478018,81.38032058329,118,1841.6543006896973,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,27,D,D,1,D,14.31372829680947,79.63158014483578,119,1717.9479598999023,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,28,D,D,1,D. II and III only,6.168645480013148,71.4648476448035,291,5341.412782669067,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,29,C,B,0,B. Realistic lighting and shading can be done.,6.818226092377224,80.02944113379891,132,3956.7956924438477,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,30,C,C,1,C. They can indicate completion of an I/O operation.,7.268113436561309,73.6983037107096,126,3786.500930786133,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,31,D,D,1,"D. I, II, and IV",7.907673518519333,76.07574950157583,208,4029.680013656616,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,32,D,B,0,B. 999,8.27053633246611,75.80006977197446,160,3123.30961227417,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,33,A,A,1,A. I only,8.433082645896548,79.41634846827716,149,2633.0204010009766,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,34,B,B,1,B. A heap area,6.581761937670715,83.10216965342273,121,2579.6875953674316,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,35,C,D,0,D,7.849262757995455,82.19851993221404,133,2014.054536819458,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,36,C,C,1,C,14.422626216007673,77.01997127855253,110,1750.7400512695312,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,37,D,C,0,C. 50 and 25 seconds,7.073591069269748,76.96428899748454,180,4020.747184753418,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,38,D,A,0,A,14.220705346985211,73.20712487177096,157,2498.116970062256,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,39,B,B,1,B,13.817307559448965,77.40580466129155,180,2632.267951965332,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,40,A,A,1,A,14.204545454545453,75.09705581517379,158,2403.324842453003,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,41,D,D,1,D,14.31086051204259,79.44737341725936,136,2013.7646198272705,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,42,A,D,0,D. I and III,8.03737917139979,73.66246922346102,205,3667.2236919403076,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,43,D,B,0,B. 1/(n(n-1)),7.066575978941604,74.57769022006134,274,5599.144458770752,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,44,D,D,1,D. I and II,7.291623625832765,73.65688121359581,153,3113.7590408325195,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,45,C,C,1,C. III only,7.571180453029154,73.36578792685647,169,3112.102746963501,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,46,D,D,1,D,14.40984480597144,79.14388506236834,107,1658.651351928711,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,47,A,A,1,A,12.98726598570102,70.26399185511278,294,4432.553052902222,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,48,A,C,0,C,12.478396775582272,71.93734851914535,266,4092.0259952545166,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,49,D,C,0,C. I and II only,8.075224173991087,73.56578032944948,141,3098.097085952759,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,50,D,D,1,D,14.31372829680947,78.42047109610726,145,2177.8972148895264,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,51,B,D,0,D. II and III only,8.247306076379479,74.36689918765477,159,3145.2174186706543,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,52,C,C,1,C,14.082226118304781,78.61381075672038,214,3016.0233974456787,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,53,C,C,1,C,14.351835240931434,73.75224163626325,111,1879.9514770507812,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,54,A,A,1,A,14.186409419775856,71.9703071075819,168,2602.0636558532715,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,55,C,C,1,C. 3,7.690391010240525,74.98391059518372,175,3156.2013626098633,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,56,D,D,1,D,13.974873178025911,72.30894699106642,201,3087.5327587127686,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,57,D,D,1,D,14.164105324287192,79.43039065151025,136,2034.6436500549316,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,58,B,A,0,A. k + 2,7.89161876266182,69.56227935714516,168,3440.9139156341553,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,59,D,A,0,A,14.166914587671952,77.18752686541914,167,2496.7620372772217,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,60,D,B,0,B. II only,7.519271893863973,72.39505416622494,295,4893.0675983428955,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,61,B,D,0,D. Local variables on the call stack,7.828837261089983,73.76543290706515,169,3745.3179359436035,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,62,D,B,0,B,14.317519632898795,74.56448042209797,142,2211.3449573516846,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,63,A,A,1,A,14.332705083093858,75.34037939076912,116,1909.529685974121,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,64,A,D,0,D. xxxxy,8.061146483123318,70.13956128800345,128,2653.428316116333,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,65,C,B,0,B. Θ(n log n),7.008047340761396,75.89424114498192,165,3792.1066284179688,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,66,A,A,1,A. I only,8.587892788746425,76.46810163212142,178,3153.8963317871094,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,67,B,C,0,C. I and II only,8.15033882122814,80.2317327265727,164,3060.215473175049,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,68,B,C,0,C. 5/3,6.550725071683649,69.90209495736393,249,4802.594900131226,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,69,A,A,1,A. 0x01001234; page mapped with READ/WRITE access,6.112082843702349,70.80696335908233,294,8170.244932174683,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,70,D,C,0,C. I and III only,8.14915277915214,76.73455459877901,179,3462.214708328247,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,71,A,A,1,A. I only,8.445817546692702,75.86476225840114,237,3892.1172618865967,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,72,D,B,0,"B. 00000001, 10000000",6.756298175093153,76.10192695042208,184,5946.205139160156,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,73,C,C,1,C,13.278184606600584,71.30697077596675,199,3136.5580558776855,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,74,D,D,1,D. II and III only,8.216550715485498,78.49301778442468,150,2997.6818561553955,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,75,C,A,0,A,14.033708968943403,76.02645545876504,174,2590.7437801361084,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,76,A,A,1,A. n^m,8.516243314748998,74.83935645115253,129,2740.478277206421,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,77,B,D,0,D,12.557056123762345,68.51190437005985,281,4397.035598754883,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,78,C,B,0,B. Write-through usually results in a better hit ratio than write-back.,6.735460666219382,74.07663741811017,274,6579.114198684692,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,79,D,C,0,C,13.923601200214424,79.0148669511202,169,2504.917621612549,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,80,B,D,0,D. I and II,6.430847489236369,74.4240366738753,156,3191.208600997925,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,81,C,C,1,C,14.367609660780737,79.10476419229362,110,1698.1403827667236,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,82,D,D,1,D. II and III,8.416197814313428,74.43412093937552,176,3161.649227142334,
phi3.5:3.8b-mini-instruct-q8_0,college_computer_science,83,A,A,1,A,7.428233974513729,80.90526958964122,134,2119.568347930908,
